lol﻿,name,unit,unit_type,bedroom,group,tenantid,resident_name,resident_rent,unit_rent,status,days_vacant,move_in,move_out,lease_from,lease_to,amenities,company_id
,Aventura Isles,001-5,iy-2-2b,2,Occupied No Notice,t0023107,Susan Davies,2127,2231,Current,0,2/10/17,,2/10/17,12/9/17,Bld1FL11- Line_view_1-15- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-7,iy-2-2b,2,Occupied No Notice,t0017752,Ricardo Cuevas,2039,2186,Current,0,11/15/15,,10/15/16,10/14/17,Bld1FL11- Line_view_1-17- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1201,iy-1-1a,1,Occupied No Notice,t0017375,Mario Rosenthal,1770,1936,Current,0,7/20/15,,7/20/16,7/19/17,Bld1FL12- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1202,iy-2-2b,2,Occupied No Notice,t0020475,Nicholas Duncan,2155,2301,Current,0,5/9/16,,5/9/16,5/8/17,Bld1FL12- Tile Upgrade- Stainless Steel Appliances- Kitchen and Bathroom Upgrade- Line_view_1-2,1
,Aventura Isles,001-1203,iy-2-2b,2,Occupied No Notice,t0017117,Anika Abreu,1954,2186,Current,0,6/29/15,,6/29/16,6/28/17,Bld1FL12- Line_view_1-3- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1204,iy-2-2b,2,Occupied No Notice,t0022926,Oriana Casanas,2203,2306,Current,0,1/20/17,,1/20/17,1/19/18,Bld1FL12- 2nd Bedroom Tile- Bedroom Tile- Kitchen and Bathroom Upgrade- Line_view_1-4- Tile Upgrade,1
,Aventura Isles,001-1205,iy-2-2b,2,Occupied No Notice,t0014392,Jake Porter,2199,2351,Current,0,6/15/16,,6/15/16,6/14/17,Bld1FL12- Line_view_1-5- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade- Bedroom Tile- 2nd Bedroom Tile,1
,Aventura Isles,001-1206,iy-2-2b,2,Occupied No Notice,t0017959,Bethanny Ferry,2127,2266,Current,0,9/15/15,,8/15/16,7/14/17,Bld1FL12- Line_view_1-6- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Aventura Isles,001-1207,iy-1-1a,1,Notice Unrented,t0021476,Skye Aniko,1778,1936,Notice,0,8/3/16,4/2/17,8/3/16,4/2/17,Bld1FL12- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1208,iy-2-2b,2,Occupied No Notice,t0020623,Philip De la Cal,2144,2326,Current,0,6/20/16,,6/20/16,6/19/17,Bld1FL12- Line_view_1-8- 2nd Bedroom Tile- Kitchen and Bathroom Upgrade- Bedroom Tile- Tile Upgrade,1
,Aventura Isles,001-1209,iy-1-1a,1,Occupied No Notice,t0000855,Cortland Messam,1576,1836,Current,0,10/1/05,,9/1/16,8/31/17,Bld1FL12,1
,Aventura Isles,001-1210,iy-2-2b,2,Occupied No Notice,t0002186,John Fox,2159,2351,Current,0,3/12/13,,4/12/16,4/11/17,Bld1FL12- Line_view_1-12- Kitchen and Bathroom Upgrade- Tile Upgrade- Stainless Steel Appliances,1
,Aventura Isles,001-1211,iy-1-1a,1,Vacant Unrented,t0019437,Daniel Villegas,1684,1936,Past,10,2/17/16,2/11/17,2/17/16,2/16/17,Bld1FL12- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1212,iy-2-2b,2,Occupied No Notice,t0018952,William Lapko,2159,2351,Current,0,1/30/16,,1/30/17,1/29/18,Bld1FL12- Line_view_1-12- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1214,iy-3-2c,3,Occupied No Notice,t0000858,Rachel Fischer,2785,3006,Current,0,1/3/13,,2/1/16,2/28/18,3brBld1FL12- Line view 1-14- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1215,iy-2-2b,2,Occupied No Notice,t0018970,Ed Toro,2045,2236,Current,0,8/12/16,,8/12/16,8/11/17,Bld1FL12- Line_view_1-15- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1217,iy-2-2b,2,Occupied No Notice,t0000860,Austin Bunsen,1984,2091,Current,0,9/9/11,,2/1/17,1/31/18,Bld1FL12- Line_view_1-17,1
,Aventura Isles,001-1401,iy-1-1a,1,Occupied No Notice,t0019025,Jose Cartagena,1810,1991,Current,0,12/21/15,,8/21/16,7/20/17,Bld1FL14- Kitchen and Bathroom Upgrade- Tile Upgrade- Stainless Steel Appliances,1
,Aventura Isles,001-1402,iy-2-2b,2,Occupied No Notice,t0021899,Bianca Monaco,2112,2256,Current,0,9/17/16,,9/17/16,9/16/17,Bld1FL14- Kitchen and Bathroom Upgrade- Line_view_1-2- Tile Upgrade,1
,Aventura Isles,001-1403,iy-2-2b,2,Occupied No Notice,t0014819,Juha Mikkola,2339,2291,Current,0,2/6/15,,1/5/17,1/4/18,Bld1FL14- Line_view_1-3- Porcelain Tile in Bedroom- Porcelain Tile- Kitchen and Bathroom Upgrade,1
,Aventura Isles,001-1404,iy-2-2b,2,Occupied No Notice,t0010066,Johanna Mikkola,2133,2261,Current,0,12/1/13,,8/1/16,7/31/17,Bld1FL14- Kitchen and Bathroom Upgrade- Tile Upgrade- Line_view_1-4,1
,Aventura Isles,001-1405,iy-2-2b,2,Occupied No Notice,t0000970,Don Morehouse,1964,2256,Current,0,6/1/15,,6/1/16,5/31/17,Bld1FL14- Line_view_1-5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1406,iy-2-2b,2,Occupied No Notice,t0060867,Mario Aguayo,2128,2371,Current,0,6/23/16,,6/23/16,6/22/17,Bld1FL14- Line view 1-14- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1407,iy-1-1a,1,Occupied No Notice,t0020855,Israel Martinez,1729,1891,Current,0,6/30/16,,6/30/16,6/29/17,Bld1FL14- Tile Upgrade,1
,Aventura Isles,001-1408,iy-2-2b,2,Occupied No Notice,t0021593,Angel Vargas,2192,2331,Current,0,9/24/16,,9/24/16,8/23/17,Bld1FL14- Line_view_1-8- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1409,iy-1-1a,1,Occupied No Notice,t0018783,Michael Gregory,1644,1891,Current,0,12/4/15,,10/4/16,9/3/17,Bld1FL14- Kitchen and Bathroom Upgrade,1
,Aventura Isles,001-1410,iy-2-2b,2,Occupied No Notice,t0013201,Susan Davies,2139,2296,Current,0,6/25/15,,6/25/16,6/24/17,Bld1FL14- Line_view_1-10- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1411,iy-1-1a,1,Occupied No Notice,t0020808,Ricardo Cuevas,1681,1841,Current,0,7/8/16,,7/8/16,7/7/17,Bld1FL14,1
,Aventura Isles,001-1412,iy-2-2b,2,Occupied No Notice,t0071398,Mario Rosenthal,2145,2256,Current,0,10/30/16,,10/30/16,10/29/17,Bld1FL14- Line_view_1-12- Kitchen and Bathroom Upgrade,1
,Aventura Isles,001-1414,iy-3-2c,3,Occupied No Notice,t0000872,Nicholas Duncan,2526,2916,Current,0,3/1/05,,3/1/16,2/28/18,3brBld1FL14- Line view 1-14,1
,Aventura Isles,001-1415,iy-2-2b,2,Occupied No Notice,t0021159,Anika Abreu,1990,2241,Current,0,7/12/16,,2/12/17,9/11/17,Bld1FL14- Line_view_1-15- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1417,iy-2-2b,2,Occupied No Notice,t0020996,Oriana Casanas,2087,2196,Current,0,7/12/16,,7/12/16,4/11/17,Bld1FL14- Line_view_1-17- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1501,iy-1-1a,1,Occupied No Notice,t0071651,Jake Porter,1803,1946,Current,0,11/1/16,,11/1/16,10/31/17,Bld1FL15- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1502,iy-2-2b,2,Occupied No Notice,t0016989,Bethanny Ferry,2024,2211,Current,0,7/11/15,,7/11/16,7/10/17,Bld1FL15- Line_view_1-2- Kitchen and Bathroom Upgrade,1
,Aventura Isles,001-1503,iy-2-2b,2,Occupied No Notice,t0000877,Skye Aniko,1964,2196,Current,0,4/23/11,,7/1/16,6/30/17,Bld1FL15- Line_view_1-3- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1504,iy-2-2b,2,Occupied No Notice,t0020971,Philip De la Cal,2127,2266,Current,0,7/13/16,,7/13/16,7/12/17,Bld1FL15- Line_view_1-4- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1505,iy-2-2b,2,Occupied No Notice,t0000879,Cortland Messam,1919,2261,Current,0,2/27/12,,9/1/16,4/30/17,Bld1FL15- Line_view_1-5- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Aventura Isles,001-1506,iy-2-2b,2,Occupied No Notice,t0005473,John Fox,1955,2276,Current,0,7/15/13,,8/12/16,7/11/17,Bld1FL15- Line_view_1-6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1507,iy-1-1a,1,Occupied No Notice,t0000881,Daniel Villegas,1713,1846,Current,0,4/10/05,,2/1/17,1/31/18,Bld1FL15,1
,Aventura Isles,001-1508,iy-2-2b,2,Occupied No Notice,t0018440,William Lapko,2194,2286,Current,0,10/31/15,,5/31/16,3/30/18,Bld1FL15- Line_view_1-8- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1509,iy-1-1a,1,Occupied No Notice,t0014412,Rachel Fischer,1734,1846,Current,0,11/12/14,,11/12/16,11/11/17,Bld1FL15,1
,Aventura Isles,001-1510,iy-2-2b,2,Occupied No Notice,t0010647,Ed Toro,2119,2301,Current,0,5/7/16,,5/7/16,5/6/17,Bld1FL15- Line_view_1-10- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1511,iy-1-1a,1,Occupied No Notice,t0018013,Austin Bunsen,1624,1896,Current,0,9/25/15,,9/25/16,9/24/17,Bld1FL15- Kitchen and Bathroom Upgrade,1
,Aventura Isles,001-1512,iy-2-2b,2,Occupied No Notice,t0016896,Jose Cartagena,2164,2311,Current,0,8/12/15,,8/12/15,8/11/16,Bld1FL15- Line_view_1-12- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1514,iy-3-2c,3,Occupied No Notice,t0013704,Bianca Monaco,2827,2976,Current,0,5/16/16,,5/16/16,5/15/17,3brBld1FL15- Line view 1-14- Kitchen and Bathroom Upgrade,1
,Aventura Isles,001-1515,iy-2-2b,2,Occupied No Notice,t0015986,Juha Mikkola,2067,2246,Current,0,3/16/16,,3/16/16,3/15/18,Bld1FL15- Line_view_1-15- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1517,iy-2-2b,2,Occupied No Notice,t0017041,Johanna Mikkola,2013,2151,Current,0,8/8/16,,8/8/16,8/7/17,Bld1FL15- Line_view_1-17- Kitchen and Bathroom Upgrade,1
,Aventura Isles,001-1601,iy-1-1a,1,Occupied No Notice,t0021170,Don Morehouse,1839,1991,Current,0,7/11/16,,7/11/16,7/10/17,Bld1FL16- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1602,iy-2-2b,2,Occupied No Notice,t0023,Mario Aguayo,2239,2306,Current,0,1/30/17,,1/30/17,8/29/17,Bld1FL16- Line_view_1-2- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1603,iy-2-2b,2,Occupied No Notice,t0000891,Israel Martinez,2132,2241,Current,0,10/29/10,,12/1/16,6/30/17,Bld1FL16- Line_view_1-3- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1604,iy-2-2b,2,Occupied No Notice,t0020472,Angel Vargas,2216,2361,Current,0,5/6/16,,5/6/16,5/5/17,Bld1FL16- Line_view_1-4- Kitchen and Bathroom Upgrade- Tile Upgrade- Stainless Steel Appliances,1
,Aventura Isles,001-1605,iy-2-2b,2,Occupied No Notice,t0010124,Michael Gregory,2150,2356,Current,0,5/23/16,,5/23/16,5/22/17,Bld1FL16- Line_view_1-5- Kitchen and Bathroom Upgrade- Porcelain Tile,1
,Aventura Isles,001-1606,iy-2-2b,2,Occupied No Notice,t0000893,Susan Davies,2511,2421,Current,0,1/14/13,,8/1/16,7/31/17,Bld1FL16- Line_view_1-6- Kitchen and Bathroom Upgrade- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,001-1607,iy-1-1a,1,Occupied No Notice,t0010228,Ricardo Cuevas,1889,2091,Current,0,1/7/14,,2/7/17,2/6/18,Bld1FL16- Kitchen and Bathroom Upgrade- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,001-1608,iy-2-2b,2,Occupied No Notice,t0017833,Mario Rosenthal,2296,2431,Current,0,7/25/16,,7/25/16,7/24/17,Bld1FL16- Line_view_1-8- 2nd Bedroom Tile- Bedroom Tile- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1609,iy-1-1a,1,Occupied No Notice,t0022864,Nicholas Duncan,1839,1991,Current,0,7/19/16,,7/19/16,6/18/17,Bld1FL16- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1610,iy-2-2b,2,Occupied No Notice,t0012483,Anika Abreu,2290,2246,Current,0,9/10/14,,8/10/16,4/9/17,Bld1FL16- Line_view_1-10,1
,Aventura Isles,001-1611,iy-1-1a,1,Occupied No Notice,t0022549,Oriana Casanas,1863,1991,Current,0,11/27/16,,11/27/16,11/26/17,Bld1FL16- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Aventura Isles,001-1612,iy-2-2b,2,Occupied No Notice,t0020249,Jake Porter,2224,2406,Current,0,4/21/16,,4/21/16,4/20/17,Bld1FL16- Line_view_1-12- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1614,iy-3-2c,3,Notice Unrented,t0016674,Bethanny Ferry,3524,3321,Notice,0,6/5/15,2/28/17,6/5/15,6/4/16,3brBld1FL16- Line view 1-14- 2nd Porcelain bedroom Tile Upg- Porcelain Tile in Bedroom- Kitchen and Bathroom Upgrade- Porcelain 3rd bedroom- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,001-1615,iy-2-2b,2,Occupied No Notice,t0019366,Skye Aniko,2087,2291,Current,0,3/12/16,,3/12/16,3/11/18,Bld1FL16- Line_view_1-15- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1617,iy-2-2b,2,Occupied No Notice,t0019826,Philip De la Cal,2146,2296,Current,0,4/7/16,,4/7/16,4/6/17,Bld1FL16- Line_view_1-17- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1701,iy-1-1a,1,Vacant Unrented,t0023051,Cortland Messam,1877,2016,Past,18,2/29/16,2/3/17,2/29/16,1/28/17,Bld1FL17- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1702,iy-2-2b,2,Notice Unrented,t0019818,John Fox,2229,2381,Notice,0,3/11/16,3/10/17,3/11/16,3/10/17,Bld1FL17- Line_view_1-2- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1703,iy-2-2b,2,Occupied No Notice,t0020955,Daniel Villegas,2027,2266,Current,0,7/30/16,,7/30/16,10/29/17,Bld1FL17- Line_view_1-3- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1704,iy-2-2b,2,Occupied No Notice,t0009011,William Lapko,2243,2336,Current,0,3/7/14,,2/7/17,2/6/18,Bld1FL17- Line_view_1-4- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1705,iy-2-2b,2,Occupied No Notice,t0004206,Rachel Fischer,2084,2331,Current,0,7/13/13,,8/13/16,8/12/17,Bld1FL17- Line_view_1-5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1706,iy-2-2b,2,Occupied No Notice,t0003474,Ed Toro,2348,2546,Current,0,4/30/13,,7/30/16,2/28/18,Bld1FL17- Line_view_1-6- Balcony Tile- Kitchen and Bathroom Upgrade- Porcelain Tile- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1707,iy-1-1a,1,Occupied No Notice,t0000910,Austin Bunsen,1647,1916,Current,0,12/1/02,,4/1/16,3/31/18,Bld1FL17,1
,Aventura Isles,001-1708,iy-2-2b,2,Occupied No Notice,t0019061,Jose Cartagena,2200,2356,Current,0,2/5/16,,2/5/17,2/4/18,Bld1FL17- Line_view_1-8- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1709,iy-1-1a,1,Occupied No Notice,t0022875,Bianca Monaco,1920,2041,Current,0,1/12/17,,1/12/17,1/11/18,Bld1FL17- Bedroom Tile- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1710,iy-2-2b,2,Occupied No Notice,t0000913,Juha Mikkola,2299,2521,Current,0,9/23/11,,7/1/16,6/30/17,Bld1FL17- Line_view_1-10- 2nd Porcelain bedroom Tile Upg- Kitchen and Bathroom Upgrade- Porcelain Tile- Porcelain Tile in Bedroom- Stainless Steel Appliances,1
,Aventura Isles,001-1711,iy-1-1a,1,Occupied No Notice,t0018955,Johanna Mikkola,1854,2016,Current,0,12/16/15,,12/16/16,12/15/17,Bld1FL17- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,001-1712,iy-2-2b,2,Occupied No Notice,t0000915,Don Morehouse,2169,2481,Current,0,6/6/12,,9/1/16,8/31/17,Bld1FL17- Line_view_1-12- Balcony Tile- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1714,iy-3-2c,3,Occupied No Notice,t0002263,Mario Aguayo,3141,3246,Current,0,1/9/17,,1/9/17,9/8/17,3brBld1FL17- Line view 1-14- Kitchen and Bathroom Upgrade- Balcony Tile- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,001-1715,iy-2-2b,2,Notice Unrented,t0021370,Israel Martinez,2182,2366,Eviction,0,7/23/16,5/16/17,7/23/16,3/22/17,Bld1FL17- Line_view_1-15- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,001-1717,iy-2-2b,2,Occupied No Notice,t0017927,Angel Vargas,2082,2221,Current,0,9/12/16,,9/12/16,8/11/17,Bld1FL17- Line_view_1-17- Kitchen and Bathroom Upgrade,1
,Aventura Isles,002-0501,iy-2-2b,2,Occupied No Notice,t0022498,Michael Gregory,2249,2326,Current,0,11/20/16,,11/20/16,6/19/17,msc_terrace_1- Line view 2-1- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0502,iy-3-2c,3,Notice Unrented,t0019582,Susan Davies,2848,3011,Notice,0,2/12/16,3/11/17,2/12/16,2/11/17,Line_view_2-2- Kitchen and Bathroom Upgrade- Bld2&3FL5- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-0503,iy-2-2b,2,Occupied No Notice,t0020792,Ricardo Cuevas,2197,2166,Current,0,6/15/16,,6/15/16,6/14/17,Line_view_2-3- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0504,iy-2-2b,2,Occupied No Notice,t0020629,Mario Rosenthal,2013,2186,Current,0,5/27/16,,5/27/16,2/26/18,Line_view_2-4- Kitchen and Bathroom Upgrade- Bld2&3FL5- Tile Upgrade,1
,Aventura Isles,002-0505,iy-1-1a,1,Occupied No Notice,t0001234,Nicholas Duncan,1847,2021,Current,0,2/10/12,,6/1/16,5/31/17,Line_view_2-5- msc_terrace_3- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0506,iy-2-2b,2,Occupied No Notice,t0021005,Anika Abreu,2031,2186,Current,0,6/27/16,,6/27/16,9/26/17,Line_view_2-4- Kitchen and Bathroom Upgrade- Bld2&3FL5- Tile Upgrade,1
,Aventura Isles,002-0507,iy-1-1a,1,Occupied No Notice,t0008974,Oriana Casanas,1896,2071,Current,0,9/25/16,,9/25/16,9/24/17,Line_view_2-5- msc_terrace_3- Bld2&3FL5- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-0508,iy-2-2b,2,Occupied No Notice,t0020588,Jake Porter,1989,2171,Current,0,5/17/16,,12/17/16,12/16/17,Line_view_2-8- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0509,iy-1-1a,1,Occupied No Notice,t0023183,Bethanny Ferry,1979,2096,Current,0,2/10/17,,2/10/17,2/9/18,Line_view_2-5- Bld2&3FL5- msc_terrace_3- Bedroom Tile- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-0510,iy-2-2b,2,Occupied No Notice,t0020503,Skye Aniko,1913,2131,Current,0,5/9/16,,5/9/16,5/8/17,Bld2&3FL5- Line_view_2-10- 2nd Bedroom Tile- Bedroom Tile- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-0511,iy-2-2b,2,Occupied No Notice,t0023222,Philip De la Cal,2188,2286,Current,0,2/18/17,,2/18/17,2/17/18,Location- Line view 2-11- Kitchen and Bathroom Upgrade- Bld2&3FL5- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,002-0512,iy-2-2b,2,Occupied No Notice,t0019243,Cortland Messam,1823,1961,Current,0,2/14/16,,2/14/17,2/13/18,Line_view_2-12- Tile Upgrade- Bld2&3FL5,1
,Aventura Isles,002-0514,iy-2-2b,2,Occupied No Notice,t0001242,John Fox,1749,2116,Current,0,2/1/11,,5/1/16,5/31/17,Line_view_2-14- 2nd Bedroom Tile- Bedroom Tile- Kitchen and Bathroom Upgrade- Bld2&3FL5- Tile Upgrade,1
,Aventura Isles,002-0515,iy-2-2b,2,Occupied No Notice,t0021296,Daniel Villegas,2006,2146,Current,0,8/25/16,,8/25/16,7/24/17,Line view 2-15- Tile Upgrade- Bld2&3FL5- Kitchen and Bathroom Upgrade,1
,Aventura Isles,002-0517,iy-2-2b,2,Occupied No Notice,t0001245,William Lapko,1885,2156,Current,0,2/10/12,,6/1/16,5/31/17,Line view 2-17- Kitchen and Bathroom Upgrade- Bld2&3FL5- Tile Upgrade,1
,Aventura Isles,002-0601,iy-2-2b,2,Occupied No Notice,t0021938,Rachel Fischer,1951,2091,Current,0,9/10/16,,9/10/16,9/9/17,Line view 2-1- Bld2&3FL6,1
,Aventura Isles,002-0602,iy-3-2c,3,Occupied No Notice,t0003578,Ed Toro,2684,3021,Current,0,5/1/13,,7/1/16,6/30/17,Line_view_2-2- Bedroom Tile- 2nd Bedroom Tile- 3brBld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0603,iy-2-2b,2,Occupied No Notice,t0016869,Austin Bunsen,1994,2176,Current,0,7/18/15,,7/18/16,7/17/17,Line_view_2-3- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0604,iy-2-2b,2,Occupied No Notice,t0009967,Jose Cartagena,2268,2196,Current,0,12/1/13,,11/1/16,10/31/17,Line_view_2-4- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0605,iy-1-1a,1,Notice Unrented,t0018492,Bianca Monaco,1654,1801,Eviction,0,11/3/15,5/16/17,11/3/16,11/2/17,Line_view_2-5- Bld2&3FL6- Kitchen and Bathroom Upgrade,1
,Aventura Isles,002-0606,iy-2-2b,2,Notice Unrented,t0020008,Juha Mikkola,2045,2196,Notice,0,4/6/16,4/5/17,4/6/16,4/5/17,Line_view_2-4- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0607,iy-1-1a,1,Occupied No Notice,t0020603,Johanna Mikkola,1660,1801,Current,0,5/27/16,,5/27/16,5/26/17,Line_view_2-5- Bld2&3FL6- Kitchen and Bathroom Upgrade,1
,Aventura Isles,002-0608,iy-2-2b,2,Occupied No Notice,t0002210,Don Morehouse,1931,2231,Current,0,3/9/13,,6/9/16,6/8/17,Line_view_2-8- Bld2&3FL6- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-0609,iy-1-1a,1,Occupied No Notice,t0008539,Mario Aguayo,1529,1751,Current,0,8/10/13,,7/10/16,7/9/17,Line_view_2-5- Bld2&3FL6,1
,Aventura Isles,002-0610,iy-2-2b,2,Occupied No Notice,t0001256,Israel Martinez,1873,2041,Current,0,9/25/08,,1/1/17,12/31/17,Line_view_2-10- Bld2&3FL6- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Aventura Isles,002-0611,iy-2-2b,2,Notice Unrented,t0019021,Angel Vargas,1994,2136,Eviction,0,12/21/15,5/16/17,12/21/16,7/20/17,Line view 2-11- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0612,iy-2-2b,2,Occupied No Notice,t0000911,Michael Gregory,1826,1971,Current,0,7/1/16,,7/1/16,4/30/17,Line_view_2-12- Bld2&3FL6- Kitchen and Bathroom Upgrade,1
,Aventura Isles,002-0614,iy-2-2b,2,Occupied No Notice,t0010195,Susan Davies,1870,2026,Current,0,1/15/14,,3/15/16,3/14/17,Line_view_2-14- Bld2&3FL6- Kitchen and Bathroom Upgrade,1
,Aventura Isles,002-0615,iy-2-2b,2,Occupied No Notice,t0005271,Ricardo Cuevas,1944,2156,Current,0,7/31/13,,4/30/16,4/29/17,Line view 2-15- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-0617,iy-2-2b,2,Occupied No Notice,t0016666,Mario Rosenthal,1974,2216,Current,0,7/16/15,,7/16/16,7/15/17,Line view 2-17- Bld2&3FL6- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-0701,iy-2-2b,2,Occupied No Notice,t0016897,Nicholas Duncan,1949,2101,Current,0,6/30/15,,1/30/16,2/28/18,Line view 2-1- Bld2&3FL7,1
,Aventura Isles,002-0702,iy-3-2c,3,Occupied No Notice,t0017587,Anika Abreu,3034,3181,Current,0,3/5/16,,3/5/16,3/4/18,Line_view_2-2- 3brBld2&3FL7- 2nd Porcelain bedroom Tile Upg- Porcelain Tile in Bedroom- Kitchen and Bathroom Upgrade- Porcelain 3rd bedroom- Porcelain Tile,1
,Aventura Isles,002-0703,iy-2-2b,2,Notice Unrented,t0019753,Oriana Casanas,2021,2136,Notice,0,3/10/16,3/9/17,3/10/16,3/9/17,Line_view_2-3- Bld2&3FL7- Kitchen and Bathroom Upgrade,1
,Aventura Isles,002-0704,iy-2-2b,2,Occupied No Notice,t0026,Jake Porter,2077,2206,Current,0,7/2/16,,7/2/16,7/1/17,Line_view_2-4- Kitchen and Bathroom Upgrade- Tile Upgrade- Bld2&3FL7,1
,Aventura Isles,002-0705,iy-1-1a,1,Occupied No Notice,t0017556,Bethanny Ferry,1704,1911,Current,0,7/29/15,,7/29/16,7/28/17,Line_view_2-5- Bld2&3FL7- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
